image_id,chest,arm,side,zone,overlap,position,size,seed,orig_w,orig_h,crop_x0,crop_y0,crop_side,scale,lung_pct,lung_x0,lung_y0,lung_x1,lung_y1,cx,cy,mask_x0,mask_y0,mask_x1,mask_y1,mask_px_requested,mask_px_achieved,edit_inside,local_std,edit_norm,cnr,structure_density,density_spread,det_edited,det_background,gain,n_boxes,coord_space,prompt,skip_ratio,guidance,steps,radedit_twin,patch_src,patch_idx,patch_side_px,scale_factor,paste_shift,lesion_contrast,dest_core_std
c0006_left_upper_moderate_small__cp,c0006,copypaste,left,upper,moderate,lateral,small,1724182408,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3143,0.2346,0.2684,0.1888,0.3602,0.2805,47,47.0,,61.84,,,0.7355,1.1608,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_upper_moderate_small,n0554,0,107,0.439,0.2081,0.0678,0.1083
c0006_left_upper_on_structure_small__cp,c0006,copypaste,left,upper,on_structure,lateral,small,1184138886,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2318,0.2346,0.1859,0.1888,0.2777,0.2805,47,47.0,,44.46,,,1.6117,1.1608,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_upper_on_structure_small,n0470,0,153,0.307,0.0794,0.0195,0.1098
c0006_left_upper_clear_medium__cp,c0006,copypaste,left,upper,clear,medial,medium,1234393580,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3799,0.2346,0.3213,0.1761,0.4385,0.2932,60,60.0,,44.63,,,0.5515,1.0214,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_upper_clear_medium,n0594,0,73,0.822,0.0355,0.0645,0.1127
c0006_left_upper_moderate_medium__cp,c0006,copypaste,left,upper,moderate,lateral,medium,621293381,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.326,0.2346,0.2674,0.1761,0.3846,0.2932,60,60.0,,54.2,,,0.6991,1.0214,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_upper_moderate_medium,n0242,0,79,0.759,0.1747,0.1059,0.1167
c0006_left_upper_on_structure_medium__cp,c0006,copypaste,left,upper,on_structure,lateral,medium,1631236559,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2631,0.2346,0.2045,0.1761,0.3217,0.2932,60,60.0,,54.14,,,1.459,1.0214,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_upper_on_structure_medium,n0899,1,119,0.504,-0.0656,0.0902,0.1631
c0006_left_upper_clear_large__cp,c0006,copypaste,left,upper,clear,medial,large,1876257438,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3727,0.2346,0.3004,0.1624,0.445,0.3069,74,74.0,,53.4,,,0.5945,0.8269,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_upper_clear_large,n0084,0,79,0.937,-0.1866,0.0452,0.1277
c0006_left_upper_moderate_large__cp,c0006,copypaste,left,upper,moderate,lateral,large,1515760195,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.335,0.2346,0.2627,0.1624,0.4072,0.3069,74,74.0,,50.46,,,0.6955,0.8269,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_upper_moderate_large,n0470,0,153,0.484,-0.1037,0.0191,0.1329
c0006_left_upper_on_structure_large__cp,c0006,copypaste,left,upper,on_structure,lateral,large,1398336247,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2746,0.2346,0.2023,0.1624,0.3468,0.3069,74,74.0,,51.21,,,1.3108,0.8269,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_upper_on_structure_large,n0304,0,216,0.343,-0.0051,0.0017,0.1861
c0006_left_mid_clear_small__cp,c0006,copypaste,left,mid,clear,medial,small,1610342442,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3659,0.3916,0.32,0.3457,0.4118,0.4375,47,47.0,,33.49,,,0.5541,0.61,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_mid_clear_small,n0832,0,59,0.797,-0.1371,0.121,0.0889
c0006_left_mid_moderate_small__cp,c0006,copypaste,left,mid,moderate,lateral,small,1526748329,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.304,0.3916,0.2581,0.3457,0.3499,0.4375,47,47.0,,29.95,,,0.7815,0.61,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_mid_moderate_small,n0849,0,63,0.746,-0.0169,0.1023,0.0667
c0006_left_mid_on_structure_small__cp,c0006,copypaste,left,mid,on_structure,lateral,small,1790018175,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2524,0.3916,0.2065,0.3457,0.2983,0.4375,47,47.0,,53.85,,,0.9711,0.61,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_mid_on_structure_small,n0804,0,160,0.294,-0.0413,0.0316,0.0761
c0006_left_mid_clear_medium__cp,c0006,copypaste,left,mid,clear,medial,medium,733820186,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3619,0.3916,0.3033,0.333,0.4205,0.4502,60,60.0,,31.28,,,0.5287,0.5352,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_mid_clear_medium,n1053,0,123,0.488,-0.1819,-0.032,0.0866
c0006_left_mid_moderate_medium__cp,c0006,copypaste,left,mid,moderate,lateral,medium,119811071,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.317,0.3916,0.2584,0.333,0.3756,0.4502,60,60.0,,32.53,,,0.7135,0.5352,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_mid_moderate_medium,n1060,0,212,0.283,-0.239,0.0823,0.0911
c0006_left_mid_on_structure_medium__cp,c0006,copypaste,left,mid,on_structure,lateral,medium,164502184,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2631,0.3916,0.2045,0.333,0.3217,0.4502,60,60.0,,58.96,,,0.9626,0.5352,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_mid_on_structure_medium,n0193,0,110,0.545,0.0049,0.1528,0.0771
c0006_left_mid_clear_large__cp,c0006,copypaste,left,mid,clear,medial,large,770413304,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3803,0.3916,0.308,0.3193,0.4525,0.4639,74,74.0,,41.04,,,0.5339,0.4878,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_mid_clear_large,n0134,0,107,0.692,-0.2483,0.0236,0.1089
c0006_left_mid_moderate_large__cp,c0006,copypaste,left,mid,moderate,medial,large,883724403,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.4029,0.3916,0.3306,0.3193,0.4752,0.4639,74,74.0,,53.03,,,0.6654,0.4878,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_mid_moderate_large,n0152,0,100,0.74,-0.1711,0.0347,0.1391
c0006_left_mid_on_structure_large__cp,c0006,copypaste,left,mid,on_structure,lateral,large,858306557,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2746,0.3916,0.2023,0.3193,0.3468,0.4639,74,74.0,,60.83,,,0.944,0.4878,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_mid_on_structure_large,n0821,1,153,0.484,-0.1243,0.0243,0.0805
c0006_left_lower_clear_small__cp,c0006,copypaste,left,lower,clear,medial,small,1575327087,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3556,0.5486,0.3097,0.5027,0.4015,0.5945,47,47.0,,27.49,,,0.7329,0.3032,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_lower_clear_small,n1103,0,90,0.522,-0.2531,0.0197,0.0899
c0006_left_lower_moderate_small__cp,c0006,copypaste,left,lower,moderate,lateral,small,1303090654,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3143,0.5486,0.2684,0.5027,0.3602,0.5945,47,47.0,,23.85,,,0.8779,0.3032,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_lower_moderate_small,n1055,2,56,0.839,-0.2301,0.0586,0.0713
c0006_left_lower_on_structure_small__cp,c0006,copypaste,left,lower,on_structure,lateral,small,1905935388,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2318,0.5486,0.1859,0.5027,0.2777,0.5945,47,47.0,,57.36,,,1.0137,0.3032,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_lower_on_structure_small,n0750,2,51,0.922,0.1638,0.0425,0.0714
c0006_left_lower_clear_medium__cp,c0006,copypaste,left,lower,clear,medial,medium,1193058890,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3799,0.5486,0.3213,0.49,0.4385,0.6071,60,60.0,,33.65,,,0.7576,0.238,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_lower_clear_medium,n1101,0,61,0.984,0.1588,0.0595,0.0988
c0006_left_lower_moderate_medium__cp,c0006,copypaste,left,lower,moderate,lateral,medium,1133681652,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.326,0.5486,0.2674,0.49,0.3846,0.6071,60,60.0,,26.25,,,0.8629,0.238,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_lower_moderate_medium,n0981,0,92,0.652,-0.0191,0.0971,0.0854
c0006_left_lower_on_structure_medium__cp,c0006,copypaste,left,lower,on_structure,lateral,medium,186897199,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2721,0.5486,0.2135,0.49,0.3307,0.6071,60,60.0,,41.02,,,0.9881,0.238,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_lower_on_structure_medium,n0020,0,172,0.349,0.0417,0.0431,0.0685
c0006_left_lower_clear_large__cp,c0006,copypaste,left,lower,clear,medial,large,593169912,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.4029,0.5486,0.3306,0.4763,0.4752,0.6208,74,74.0,,49.04,,,0.7698,0.2036,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_lower_clear_large,n0141,0,82,0.902,0.0366,0.0824,0.1173
c0006_left_lower_moderate_large__cp,c0006,copypaste,left,lower,moderate,lateral,large,947196773,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.335,0.5486,0.2627,0.4763,0.4072,0.6208,74,74.0,,35.08,,,0.8587,0.2036,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_lower_moderate_large,n0976,2,103,0.718,-0.3695,0.0181,0.0889
c0006_left_lower_on_structure_large__cp,c0006,copypaste,left,lower,on_structure,lateral,large,175723812,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2746,0.5486,0.2023,0.4763,0.3468,0.6208,74,74.0,,53.06,,,0.9513,0.2036,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_left_lower_on_structure_large,n0089,0,127,0.583,-0.1453,0.0716,0.0703
c0006_right_upper_clear_small__cp,c0006,copypaste,right,upper,clear,medial,small,1013589812,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6995,0.256,0.6536,0.2101,0.7454,0.3019,47,47.0,,25.1,,,0.5,0.9961,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_upper_clear_small,n1112,0,116,0.405,-0.0112,0.0616,0.0928
c0006_right_upper_moderate_small__cp,c0006,copypaste,right,upper,moderate,medial,small,1549642871,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6318,0.256,0.5859,0.2101,0.6777,0.3019,47,47.0,,42.49,,,0.5923,0.9961,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_upper_moderate_small,n0931,0,125,0.376,-0.4314,0.0499,0.0881
c0006_right_upper_on_structure_small__cp,c0006,copypaste,right,upper,on_structure,lateral,small,1159631400,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.8463,0.256,0.8004,0.2101,0.8922,0.3019,47,47.0,,36.35,,,1.4689,0.9961,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_upper_on_structure_small,n1087,0,61,0.77,0.3203,0.0927,0.0766
c0006_right_upper_clear_medium__cp,c0006,copypaste,right,upper,clear,medial,medium,708532851,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7135,0.256,0.6549,0.1974,0.7721,0.3146,60,60.0,,48.99,,,0.4987,0.9756,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_upper_clear_medium,n0406,0,158,0.38,0.0388,0.041,0.0794
c0006_right_upper_moderate_medium__cp,c0006,copypaste,right,upper,moderate,medial,medium,149180990,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6438,0.256,0.5852,0.1974,0.7023,0.3146,60,60.0,,51.01,,,0.5664,0.9756,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_upper_moderate_medium,n0160,0,97,0.619,-0.357,0.0156,0.0952
c0006_right_upper_on_structure_medium__cp,c0006,copypaste,right,upper,on_structure,lateral,medium,1674721170,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.8131,0.256,0.7545,0.1974,0.8717,0.3146,60,60.0,,48.28,,,1.371,0.9756,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_upper_on_structure_medium,n0582,0,119,0.504,-0.0051,0.072,0.1483
c0006_right_upper_clear_large__cp,c0006,copypaste,right,upper,clear,medial,large,349753442,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6822,0.256,0.61,0.1837,0.7545,0.3282,74,74.0,,49.73,,,0.5073,0.852,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_upper_clear_large,n1104,0,90,0.822,-0.3918,0.0428,0.0846
c0006_right_upper_moderate_large__cp,c0006,copypaste,right,upper,moderate,medial,large,1487147873,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7334,0.256,0.6611,0.1837,0.8057,0.3282,74,74.0,,53.52,,,0.5606,0.852,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_upper_moderate_large,n0411,0,85,0.871,-0.1836,0.0733,0.094
c0006_right_upper_on_structure_large__cp,c0006,copypaste,right,upper,on_structure,lateral,large,1990074090,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.8016,0.256,0.7293,0.1837,0.8739,0.3282,74,74.0,,49.49,,,1.2193,0.852,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_upper_on_structure_large,n1016,0,119,0.622,-0.1222,0.0247,0.1872
c0006_right_mid_clear_small__cp,c0006,copypaste,right,mid,clear,lateral,small,1489472618,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7447,0.4326,0.6988,0.3867,0.7906,0.4785,47,47.0,,29.3,,,0.4882,0.9986,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_mid_clear_small,n0423,0,118,0.398,-0.0454,0.1136,0.0684
c0006_right_mid_moderate_small__cp,c0006,copypaste,right,mid,moderate,medial,small,1241730173,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6656,0.4326,0.6197,0.3867,0.7115,0.4785,47,47.0,,38.94,,,0.7126,0.9986,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_mid_moderate_small,n0927,2,139,0.338,0.0232,0.1066,0.1207
c0006_right_mid_on_structure_small__cp,c0006,copypaste,right,mid,on_structure,lateral,small,341091193,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.8238,0.4326,0.7779,0.3867,0.8696,0.4785,47,47.0,,52.76,,,1.136,0.9986,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_mid_on_structure_small,n0242,1,106,0.443,0.1842,0.0864,0.111
c0006_right_mid_clear_medium__cp,c0006,copypaste,right,mid,clear,medial,medium,1951256913,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7234,0.4326,0.6648,0.374,0.782,0.4912,60,60.0,,33.7,,,0.531,0.7599,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_mid_clear_medium,n0542,0,105,0.571,0.0628,0.019,0.0858
c0006_right_mid_moderate_medium__cp,c0006,copypaste,right,mid,moderate,medial,medium,1044630384,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6736,0.4326,0.615,0.374,0.7322,0.4912,60,60.0,,48.42,,,0.6737,0.7599,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_mid_moderate_medium,n0364,0,208,0.288,-0.0071,0.0296,0.1284
c0006_right_mid_on_structure_medium__cp,c0006,copypaste,right,mid,on_structure,lateral,medium,1142664427,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.8131,0.4326,0.7545,0.374,0.8717,0.4912,60,60.0,,54.67,,,1.0109,0.7599,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_mid_on_structure_medium,n0244,0,85,0.706,-0.1737,0.0236,0.1338
c0006_right_mid_clear_large__cp,c0006,copypaste,right,mid,clear,medial,large,750025688,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7163,0.4326,0.6441,0.3604,0.7886,0.5049,74,74.0,,38.36,,,0.5564,0.55,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_mid_clear_large,n1017,0,79,0.937,-0.058,0.1027,0.0967
c0006_right_mid_moderate_large__cp,c0006,copypaste,right,mid,moderate,lateral,large,2090576260,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7675,0.4326,0.6952,0.3604,0.8398,0.5049,74,74.0,,55.47,,,0.6676,0.55,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_mid_moderate_large,n0914,2,138,0.536,0.1003,0.034,0.1057
c0006_right_mid_on_structure_large__cp,c0006,copypaste,right,mid,on_structure,lateral,large,1838455901,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.8016,0.4326,0.7293,0.3604,0.8739,0.5049,74,74.0,,54.26,,,0.9047,0.55,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_mid_on_structure_large,n0154,0,87,0.851,0.2658,0.1848,0.1425
c0006_right_lower_clear_small__cp,c0006,copypaste,right,lower,clear,lateral,small,2061129128,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7673,0.6093,0.7214,0.5634,0.8132,0.6552,47,47.0,,35.63,,,0.6024,0.8292,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_lower_clear_small,n1052,0,67,0.701,0.0502,0.1624,0.0851
c0006_right_lower_moderate_small__cp,c0006,copypaste,right,lower,moderate,lateral,small,969294907,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.835,0.6093,0.7891,0.5634,0.8809,0.6552,47,47.0,,58.68,,,1.0037,0.8292,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_lower_moderate_small,n1103,0,90,0.522,-0.1568,0.0197,0.0662
c0006_right_lower_on_structure_small__cp,c0006,copypaste,right,lower,on_structure,medial,small,2048520189,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6543,0.6093,0.6084,0.5634,0.7002,0.6552,47,47.0,,44.98,,,1.3874,0.8292,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_lower_on_structure_small,n0284,0,48,0.979,0.2666,0.1097,0.0596
c0006_right_lower_clear_medium__cp,c0006,copypaste,right,lower,clear,lateral,medium,40101298,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7434,0.6093,0.6848,0.5507,0.802,0.6679,60,60.0,,42.83,,,0.6551,0.7534,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_lower_clear_medium,n0483,1,138,0.435,-0.0335,0.0821,0.1189
c0006_right_lower_moderate_medium__cp,c0006,copypaste,right,lower,moderate,lateral,medium,1711261581,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.823,0.6093,0.7645,0.5507,0.8816,0.6679,60,60.0,,58.93,,,0.9228,0.7534,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_lower_moderate_medium,n0601,2,100,0.6,-0.0139,0.0739,0.0907
c0006_right_lower_on_structure_medium__cp,c0006,copypaste,right,lower,on_structure,medial,medium,1566159111,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6438,0.6093,0.5852,0.5507,0.7023,0.6679,60,60.0,,53.08,,,1.351,0.7534,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_lower_on_structure_medium,n0745,0,83,0.723,0.4034,0.087,0.0614
c0006_right_lower_clear_large__cp,c0006,copypaste,right,lower,clear,lateral,large,1541832782,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.776,0.6093,0.7038,0.537,0.8483,0.6815,74,74.0,,43.71,,,0.6854,0.674,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_lower_clear_large,n0496,0,265,0.279,-0.0684,0.1772,0.0995
c0006_right_lower_moderate_large__cp,c0006,copypaste,right,lower,moderate,medial,large,1693747753,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7249,0.6093,0.6526,0.537,0.7971,0.6815,74,74.0,,44.74,,,0.8584,0.674,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_lower_moderate_large,n0162,0,176,0.42,-0.0904,0.1014,0.1692
c0006_right_lower_on_structure_large__cp,c0006,copypaste,right,lower,on_structure,medial,large,10062953,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6652,0.6093,0.5929,0.537,0.7375,0.6815,74,74.0,,61.55,,,1.3171,0.674,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0006_right_lower_on_structure_large,n1060,0,212,0.349,-0.0204,0.103,0.0839
c0007_left_upper_clear_small__cp,c0007,copypaste,left,upper,clear,medial,small,1852691390,3056,2517,269,0,2517,0.20342,40,0.084,0.1328,0.4199,0.6914,0.3118,0.2557,0.2659,0.2098,0.3577,0.3016,47,47.0,,33.4,,,0.5779,0.9136,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0007_left_upper_clear_small,n0779,0,71,0.662,0.1559,0.1554,0.0854
c0007_left_upper_moderate_small__cp,c0007,copypaste,left,upper,moderate,lateral,small,1344474315,3056,2517,269,0,2517,0.20342,40,0.084,0.1328,0.4199,0.6914,0.216,0.2557,0.1701,0.2098,0.2619,0.3016,47,47.0,,55.64,,,0.701,0.9136,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0007_left_upper_moderate_small,n0044,0,74,0.635,0.1337,0.158,0.1027
c0007_left_upper_on_structure_small__cp,c0007,copypaste,left,upper,on_structure,lateral,small,1683561532,3056,2517,269,0,2517,0.20342,40,0.084,0.1328,0.4199,0.6914,0.1561,0.2557,0.1102,0.2098,0.202,0.3016,47,47.0,,44.42,,,1.3377,0.9136,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0007_left_upper_on_structure_small,n0923,0,177,0.266,0.4003,0.1393,0.1243
c0007_left_upper_clear_medium__cp,c0007,copypaste,left,upper,clear,medial,medium,924060469,3056,2517,269,0,2517,0.20342,40,0.084,0.1328,0.4199,0.6914,0.2732,0.2557,0.2146,0.1971,0.3318,0.3143,60,60.0,,42.56,,,0.5799,0.8026,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0007_left_upper_clear_medium,n0834,0,60,1.0,-0.236,0.0791,0.0917
c0007_left_upper_moderate_medium__cp,c0007,copypaste,left,upper,moderate,lateral,medium,2075376132,3056,2517,269,0,2517,0.20342,40,0.084,0.1328,0.4199,0.6914,0.22,0.2557,0.1614,0.1971,0.2786,0.3143,60,60.0,,57.45,,,0.6923,0.8026,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0007_left_upper_moderate_medium,n0192,0,65,0.923,0.1665,0.1091,0.113
c0007_left_upper_on_structure_medium__cp,c0007,copypaste,left,upper,on_structure,lateral,medium,223063255,3056,2517,269,0,2517,0.20342,40,0.084,0.1328,0.4199,0.6914,0.1668,0.2557,0.1082,0.1971,0.2254,0.3143,60,60.0,,49.49,,,1.1996,0.8026,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0007_left_upper_on_structure_medium,n0685,0,68,0.882,0.2619,0.0474,0.1658
c0007_left_upper_clear_large__cp,c0007,copypaste,left,upper,clear,medial,large,2006463899,3056,2517,269,0,2517,0.20342,40,0.084,0.1328,0.4199,0.6914,0.2612,0.2557,0.1889,0.1834,0.3334,0.328,74,74.0,,54.77,,,0.5817,0.6518,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0007_left_upper_clear_large,n0562,1,76,0.974,0.0042,0.1135,0.0935
c0007_left_upper_moderate_large__cp,c0007,copypaste,left,upper,moderate,lateral,large,444003383,3056,2517,269,0,2517,0.20342,40,0.084,0.1328,0.4199,0.6914,0.2243,0.2557,0.1521,0.1834,0.2966,0.328,74,74.0,,55.35,,,0.6875,0.6518,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0007_left_upper_moderate_large,n0036,0,279,0.265,0.1096,0.0838,0.1178
c0007_left_upper_on_structure_large__cp,c0007,copypaste,left,upper,on_structure,lateral,large,1656138883,3056,2517,269,0,2517,0.20342,40,0.084,0.1328,0.4199,0.6914,0.1783,0.2557,0.106,0.1834,0.2505,0.328,74,74.0,,58.16,,,1.0675,0.6518,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0007_left_upper_on_structure_large,n1059,1,149,0.497,0.1623,-0.0154,0.1905
c0007_left_mid_clear_small__cp,c0007,copypaste,left,mid,clear,medial,small,136814114,3056,2517,269,0,2517,0.20342,40,0.084,0.1328,0.4199,0.6914,0.2759,0.4121,0.23,0.3662,0.3218,0.458,47,47.0,,47.02,,,0.5164,0.6746,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0007_left_mid_clear_small,n0816,0,58,0.81,0.027,0.0459,0.1071
c0007_left_mid_moderate_small__cp,c0007,copypaste,left,mid,moderate,lateral,small,1720664104,3056,2517,269,0,2517,0.20342,40,0.084,0.1328,0.4199,0.6914,0.204,0.4121,0.1581,0.3662,0.2499,0.458,47,47.0,,36.91,,,0.6933,0.6746,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0007_left_mid_moderate_small,n0337,0,57,0.825,-0.1164,0.0922,0.1077
