image_id,chest,arm,side,zone,overlap,position,size,seed,orig_w,orig_h,crop_x0,crop_y0,crop_side,scale,lung_pct,lung_x0,lung_y0,lung_x1,lung_y1,cx,cy,mask_x0,mask_y0,mask_x1,mask_y1,mask_px_requested,mask_px_achieved,edit_inside,local_std,edit_norm,cnr,structure_density,density_spread,det_edited,det_background,gain,n_boxes,coord_space,prompt,skip_ratio,guidance,steps
c0005_right_lower_moderate_medium,c0005,lesion,right,lower,moderate,medial,medium,824493206,2820,2861,0,20,2820,0.18156,45,0.5332,0.1406,0.8965,0.834,0.7148,0.6814,0.6562,0.6229,0.7734,0.74,60,60.0,11.01,46.01,0.2393,0.2451,1.0183,0.624,0.0,0.0711,-0.0711,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0005_right_lower_on_structure_medium,c0005,lesion,right,lower,on_structure,medial,medium,1509017808,2820,2861,0,20,2820,0.18156,45,0.5332,0.1406,0.8965,0.834,0.6308,0.6814,0.5722,0.6229,0.6894,0.74,60,60.0,6.34,32.74,0.1936,0.0015,1.2323,0.624,0.5875,0.0711,0.5164,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0005_right_lower_clear_large,c0005,lesion,right,lower,clear,lateral,large,2130059814,2820,2861,0,20,2820,0.18156,45,0.5332,0.1406,0.8965,0.834,0.7995,0.6814,0.7272,0.6092,0.8717,0.7537,74,74.0,8.0,51.91,0.1541,0.0034,0.677,0.5363,0.0,0.0,0.0,3,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0005_right_lower_clear_large__null,c0005,null_edit,right,lower,clear,lateral,large,2130059814,2820,2861,0,20,2820,0.18156,45,0.5332,0.1406,0.8965,0.834,0.7995,0.6814,0.7272,0.6092,0.8717,0.7537,74,74.0,8.4,51.91,0.1617,0.0193,0.677,0.5363,0.0,0.0,0.0,4,fraction_of_image,"Normal left lung parenchyma, no focal abnormality",0.3,7.5,200
c0005_right_lower_moderate_large,c0005,lesion,right,lower,moderate,medial,large,171504216,2820,2861,0,20,2820,0.18156,45,0.5332,0.1406,0.8965,0.834,0.7148,0.6814,0.6426,0.6092,0.7871,0.7537,74,74.0,12.19,46.12,0.2642,0.2582,1.0041,0.5363,0.0673,0.0711,-0.0037,5,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0005_right_lower_on_structure_large,c0005,lesion,right,lower,on_structure,medial,large,1005600794,2820,2861,0,20,2820,0.18156,45,0.5332,0.1406,0.8965,0.834,0.662,0.6814,0.5897,0.6092,0.7342,0.7537,74,74.0,9.36,48.56,0.1927,0.1447,1.1907,0.5363,0.0555,0.0711,-0.0155,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_upper_clear_small,c0006,lesion,left,upper,clear,medial,small,456077643,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3762,0.2346,0.3303,0.1888,0.4221,0.2805,47,47.0,53.26,32.8,1.624,2.1377,0.502,1.1608,0.9624,0.0,0.9624,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_upper_moderate_small,c0006,lesion,left,upper,moderate,lateral,small,1724182408,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3143,0.2346,0.2684,0.1888,0.3602,0.2805,47,47.0,58.76,61.84,0.9502,1.3118,0.7355,1.1608,0.9667,0.0,0.9667,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_upper_on_structure_small,c0006,lesion,left,upper,on_structure,lateral,small,1184138886,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2318,0.2346,0.1859,0.1888,0.2777,0.2805,47,47.0,11.35,44.46,0.2553,0.0885,1.6117,1.1608,0.0,0.0,0.0,0,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_upper_clear_medium,c0006,lesion,left,upper,clear,medial,medium,1234393580,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3799,0.2346,0.3213,0.1761,0.4385,0.2932,60,60.0,58.65,44.63,1.314,1.7139,0.5515,1.0214,0.9272,0.0,0.9272,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_upper_moderate_medium,c0006,lesion,left,upper,moderate,lateral,medium,621293381,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.326,0.2346,0.2674,0.1761,0.3846,0.2932,60,60.0,59.31,54.2,1.0944,1.4783,0.6991,1.0214,0.8727,0.0,0.8727,3,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_upper_on_structure_medium,c0006,lesion,left,upper,on_structure,lateral,medium,1631236559,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2631,0.2346,0.2045,0.1761,0.3217,0.2932,60,60.0,37.68,54.14,0.6959,0.7071,1.459,1.0214,0.9262,0.0,0.9262,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_upper_clear_large,c0006,lesion,left,upper,clear,medial,large,1876257438,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3727,0.2346,0.3004,0.1624,0.445,0.3069,74,74.0,60.32,53.4,1.1298,1.4846,0.5945,0.8269,0.0,0.0,0.0,0,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_upper_clear_large__null,c0006,null_edit,left,upper,clear,medial,large,1876257438,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3727,0.2346,0.3004,0.1624,0.445,0.3069,74,74.0,10.31,53.4,0.1932,0.2,0.5945,0.8269,0.0,0.0,0.0,0,fraction_of_image,"Normal right lung parenchyma, no focal abnormality",0.3,7.5,200
c0006_left_upper_moderate_large,c0006,lesion,left,upper,moderate,lateral,large,1515760195,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.335,0.2346,0.2627,0.1624,0.4072,0.3069,74,74.0,67.88,50.46,1.3451,1.6823,0.6955,0.8269,0.8094,0.0,0.8094,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_upper_on_structure_large,c0006,lesion,left,upper,on_structure,lateral,large,1398336247,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2746,0.2346,0.2023,0.1624,0.3468,0.3069,74,74.0,45.83,51.21,0.8949,0.9578,1.3108,0.8269,0.9316,0.0,0.9316,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_mid_clear_small,c0006,lesion,left,mid,clear,medial,small,1610342442,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3659,0.3916,0.32,0.3457,0.4118,0.4375,47,47.0,52.65,33.49,1.5721,2.0835,0.5541,0.61,0.9675,0.0,0.9675,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_mid_moderate_small,c0006,lesion,left,mid,moderate,lateral,small,1526748329,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.304,0.3916,0.2581,0.3457,0.3499,0.4375,47,47.0,83.59,29.95,2.791,3.6438,0.7815,0.61,0.9788,0.0,0.9788,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_mid_on_structure_small,c0006,lesion,left,mid,on_structure,lateral,small,1790018175,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2524,0.3916,0.2065,0.3457,0.2983,0.4375,47,47.0,42.08,53.85,0.7814,0.9871,0.9711,0.61,0.9763,0.0,0.9763,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_mid_clear_medium,c0006,lesion,left,mid,clear,medial,medium,733820186,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3619,0.3916,0.3033,0.333,0.4205,0.4502,60,60.0,68.37,31.28,2.1856,2.7405,0.5287,0.5352,0.9792,0.0,0.9792,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_mid_moderate_medium,c0006,lesion,left,mid,moderate,lateral,medium,119811071,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.317,0.3916,0.2584,0.333,0.3756,0.4502,60,60.0,72.04,32.53,2.2146,2.9517,0.7135,0.5352,0.9813,0.0,0.9813,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_mid_on_structure_medium,c0006,lesion,left,mid,on_structure,lateral,medium,164502184,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2631,0.3916,0.2045,0.333,0.3217,0.4502,60,60.0,51.45,58.96,0.8726,1.1128,0.9626,0.5352,0.981,0.0,0.981,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_mid_clear_large,c0006,lesion,left,mid,clear,medial,large,770413304,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3803,0.3916,0.308,0.3193,0.4525,0.4639,74,74.0,61.92,41.04,1.5086,1.9989,0.5339,0.4878,0.8752,0.0,0.8752,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_mid_clear_large__null,c0006,null_edit,left,mid,clear,medial,large,770413304,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3803,0.3916,0.308,0.3193,0.4525,0.4639,74,74.0,10.69,41.04,0.2604,0.1987,0.5339,0.4878,0.0,0.0,0.0,0,fraction_of_image,"Normal right lung parenchyma, no focal abnormality",0.3,7.5,200
c0006_left_mid_moderate_large,c0006,lesion,left,mid,moderate,medial,large,883724403,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.4029,0.3916,0.3306,0.3193,0.4752,0.4639,74,74.0,56.6,53.03,1.0673,1.4505,0.6654,0.4878,0.0657,0.0,0.0657,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_mid_on_structure_large,c0006,lesion,left,mid,on_structure,lateral,large,858306557,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2746,0.3916,0.2023,0.3193,0.3468,0.4639,74,74.0,62.58,60.83,1.0286,1.2882,0.944,0.4878,0.9833,0.0,0.9833,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_lower_clear_small,c0006,lesion,left,lower,clear,medial,small,1575327087,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3556,0.5486,0.3097,0.5027,0.4015,0.5945,47,47.0,55.44,27.49,2.0169,2.6674,0.7329,0.3032,0.98,0.0,0.98,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_lower_moderate_small,c0006,lesion,left,lower,moderate,lateral,small,1303090654,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3143,0.5486,0.2684,0.5027,0.3602,0.5945,47,47.0,70.77,23.85,2.968,3.9602,0.8779,0.3032,0.991,0.0,0.991,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_lower_on_structure_small,c0006,lesion,left,lower,on_structure,lateral,small,1905935388,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2318,0.5486,0.1859,0.5027,0.2777,0.5945,47,47.0,18.71,57.36,0.3262,0.3392,1.0137,0.3032,0.9791,0.0,0.9791,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_lower_clear_medium,c0006,lesion,left,lower,clear,medial,medium,1193058890,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.3799,0.5486,0.3213,0.49,0.4385,0.6071,60,60.0,62.39,33.65,1.8541,2.5092,0.7576,0.238,0.9684,0.0,0.9684,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_lower_moderate_medium,c0006,lesion,left,lower,moderate,lateral,medium,1133681652,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.326,0.5486,0.2674,0.49,0.3846,0.6071,60,60.0,76.95,26.25,2.9314,3.7698,0.8629,0.238,0.9913,0.0,0.9913,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_lower_on_structure_medium,c0006,lesion,left,lower,on_structure,lateral,medium,186897199,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2721,0.5486,0.2135,0.49,0.3307,0.6071,60,60.0,67.76,41.02,1.6518,2.079,0.9881,0.238,0.9857,0.0,0.9857,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_lower_clear_large,c0006,lesion,left,lower,clear,medial,large,593169912,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.4029,0.5486,0.3306,0.4763,0.4752,0.6208,74,74.0,48.64,49.04,0.9918,1.3207,0.7698,0.2036,0.8189,0.0,0.8189,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_lower_clear_large__null,c0006,null_edit,left,lower,clear,medial,large,593169912,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.4029,0.5486,0.3306,0.4763,0.4752,0.6208,74,74.0,13.72,49.04,0.2796,0.2436,0.7698,0.2036,0.0,0.0,0.0,0,fraction_of_image,"Normal right lung parenchyma, no focal abnormality",0.3,7.5,200
c0006_left_lower_moderate_large,c0006,lesion,left,lower,moderate,lateral,large,947196773,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.335,0.5486,0.2627,0.4763,0.4072,0.6208,74,74.0,76.87,35.08,2.1916,2.8261,0.8587,0.2036,0.9799,0.0,0.9799,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_left_lower_on_structure_large,c0006,lesion,left,lower,on_structure,lateral,large,175723812,1716,1768,0,26,1716,0.29837,40,0.1836,0.1113,0.4863,0.6719,0.2746,0.5486,0.2023,0.4763,0.3468,0.6208,74,74.0,67.98,53.06,1.2814,1.632,0.9513,0.2036,0.9818,0.0,0.9818,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_upper_clear_small,c0006,lesion,right,upper,clear,medial,small,1013589812,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6995,0.256,0.6536,0.2101,0.7454,0.3019,47,47.0,61.9,25.1,2.4662,3.2604,0.5,0.9961,0.9777,0.0,0.9777,3,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_upper_moderate_small,c0006,lesion,right,upper,moderate,medial,small,1549642871,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6318,0.256,0.5859,0.2101,0.6777,0.3019,47,47.0,61.95,42.49,1.458,1.7967,0.5923,0.9961,0.9652,0.0,0.9652,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_upper_on_structure_small,c0006,lesion,right,upper,on_structure,lateral,small,1159631400,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.8463,0.256,0.8004,0.2101,0.8922,0.3019,47,47.0,5.38,36.35,0.1481,-0.0613,1.4689,0.9961,0.0,0.0,0.0,0,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_upper_clear_medium,c0006,lesion,right,upper,clear,medial,medium,708532851,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7135,0.256,0.6549,0.1974,0.7721,0.3146,60,60.0,71.81,48.99,1.4656,1.8495,0.4987,0.9756,0.9703,0.0,0.9703,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_upper_moderate_medium,c0006,lesion,right,upper,moderate,medial,medium,149180990,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6438,0.256,0.5852,0.1974,0.7023,0.3146,60,60.0,65.97,51.01,1.2933,1.6107,0.5664,0.9756,0.9156,0.0,0.9156,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_upper_on_structure_medium,c0006,lesion,right,upper,on_structure,lateral,medium,1674721170,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.8131,0.256,0.7545,0.1974,0.8717,0.3146,60,60.0,6.63,48.28,0.1374,0.0437,1.371,0.9756,0.0,0.0,0.0,0,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_upper_clear_large,c0006,lesion,right,upper,clear,medial,large,349753442,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6822,0.256,0.61,0.1837,0.7545,0.3282,74,74.0,74.45,49.73,1.4969,1.927,0.5073,0.852,0.8869,0.0,0.8869,3,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_upper_clear_large__null,c0006,null_edit,right,upper,clear,medial,large,349753442,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6822,0.256,0.61,0.1837,0.7545,0.3282,74,74.0,11.5,49.73,0.2312,0.2503,0.5073,0.852,0.0,0.0,0.0,1,fraction_of_image,"Normal left lung parenchyma, no focal abnormality",0.3,7.5,200
c0006_right_upper_moderate_large,c0006,lesion,right,upper,moderate,medial,large,1487147873,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7334,0.256,0.6611,0.1837,0.8057,0.3282,74,74.0,63.25,53.52,1.1818,1.5325,0.5606,0.852,0.9294,0.0,0.9294,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_upper_on_structure_large,c0006,lesion,right,upper,on_structure,lateral,large,1990074090,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.8016,0.256,0.7293,0.1837,0.8739,0.3282,74,74.0,7.58,49.49,0.1531,-0.0237,1.2193,0.852,0.8468,0.0,0.8468,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_mid_clear_small,c0006,lesion,right,mid,clear,lateral,small,1489472618,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7447,0.4326,0.6988,0.3867,0.7906,0.4785,47,47.0,43.41,29.3,1.4819,1.9825,0.4882,0.9986,0.8609,0.0,0.8609,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_mid_moderate_small,c0006,lesion,right,mid,moderate,medial,small,1241730173,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6656,0.4326,0.6197,0.3867,0.7115,0.4785,47,47.0,59.66,38.94,1.532,1.9142,0.7126,0.9986,0.6586,0.0,0.6586,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_mid_on_structure_small,c0006,lesion,right,mid,on_structure,lateral,small,341091193,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.8238,0.4326,0.7779,0.3867,0.8696,0.4785,47,47.0,38.02,52.76,0.7206,0.955,1.136,0.9986,0.9459,0.0,0.9459,3,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_mid_clear_medium,c0006,lesion,right,mid,clear,medial,medium,1951256913,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7234,0.4326,0.6648,0.374,0.782,0.4912,60,60.0,58.69,33.7,1.7414,2.3386,0.531,0.7599,0.9737,0.0,0.9737,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_mid_moderate_medium,c0006,lesion,right,mid,moderate,medial,medium,1044630384,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6736,0.4326,0.615,0.374,0.7322,0.4912,60,60.0,62.77,48.42,1.2964,1.7191,0.6737,0.7599,0.9325,0.0,0.9325,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_mid_on_structure_medium,c0006,lesion,right,mid,on_structure,lateral,medium,1142664427,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.8131,0.4326,0.7545,0.374,0.8717,0.4912,60,60.0,41.0,54.67,0.75,1.0455,1.0109,0.7599,0.925,0.0,0.925,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_mid_clear_large,c0006,lesion,right,mid,clear,medial,large,750025688,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7163,0.4326,0.6441,0.3604,0.7886,0.5049,74,74.0,63.37,38.36,1.6521,2.2515,0.5564,0.55,0.9409,0.0,0.9409,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_mid_clear_large__null,c0006,null_edit,right,mid,clear,medial,large,750025688,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7163,0.4326,0.6441,0.3604,0.7886,0.5049,74,74.0,12.43,38.36,0.3242,0.2817,0.5564,0.55,0.0,0.0,0.0,0,fraction_of_image,"Normal left lung parenchyma, no focal abnormality",0.3,7.5,200
c0006_right_mid_moderate_large,c0006,lesion,right,mid,moderate,lateral,large,2090576260,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7675,0.4326,0.6952,0.3604,0.8398,0.5049,74,74.0,58.3,55.47,1.051,1.354,0.6676,0.55,0.9405,0.0,0.9405,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_mid_on_structure_large,c0006,lesion,right,mid,on_structure,lateral,large,1838455901,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.8016,0.4326,0.7293,0.3604,0.8739,0.5049,74,74.0,50.43,54.26,0.9293,1.2689,0.9047,0.55,0.925,0.0,0.925,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_lower_clear_small,c0006,lesion,right,lower,clear,lateral,small,2061129128,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7673,0.6093,0.7214,0.5634,0.8132,0.6552,47,47.0,7.86,35.63,0.2205,0.0473,0.6024,0.8292,0.0,0.0,0.0,0,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_lower_moderate_small,c0006,lesion,right,lower,moderate,lateral,small,969294907,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.835,0.6093,0.7891,0.5634,0.8809,0.6552,47,47.0,27.79,58.68,0.4737,0.6525,1.0037,0.8292,0.9497,0.0,0.9497,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_lower_on_structure_small,c0006,lesion,right,lower,on_structure,medial,small,2048520189,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6543,0.6093,0.6084,0.5634,0.7002,0.6552,47,47.0,11.31,44.98,0.2514,0.1739,1.3874,0.8292,0.8599,0.0,0.8599,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_lower_clear_medium,c0006,lesion,right,lower,clear,lateral,medium,40101298,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7434,0.6093,0.6848,0.5507,0.802,0.6679,60,60.0,25.24,42.83,0.5893,0.848,0.6551,0.7534,0.0,0.0,0.0,0,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_lower_moderate_medium,c0006,lesion,right,lower,moderate,lateral,medium,1711261581,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.823,0.6093,0.7645,0.5507,0.8816,0.6679,60,60.0,27.56,58.93,0.4678,0.6789,0.9228,0.7534,0.9797,0.0,0.9797,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_lower_on_structure_medium,c0006,lesion,right,lower,on_structure,medial,medium,1566159111,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6438,0.6093,0.5852,0.5507,0.7023,0.6679,60,60.0,11.98,53.08,0.2256,0.1305,1.351,0.7534,0.9141,0.0,0.9141,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_lower_clear_large,c0006,lesion,right,lower,clear,lateral,large,1541832782,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.776,0.6093,0.7038,0.537,0.8483,0.6815,74,74.0,34.13,43.71,0.7807,0.9761,0.6854,0.674,0.9615,0.0,0.9615,2,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_lower_clear_large__null,c0006,null_edit,right,lower,clear,lateral,large,1541832782,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.776,0.6093,0.7038,0.537,0.8483,0.6815,74,74.0,10.91,43.71,0.2497,0.2101,0.6854,0.674,0.0,0.0,0.0,0,fraction_of_image,"Normal left lung parenchyma, no focal abnormality",0.3,7.5,200
c0006_right_lower_moderate_large,c0006,lesion,right,lower,moderate,medial,large,1693747753,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.7249,0.6093,0.6526,0.537,0.7971,0.6815,74,74.0,29.61,44.74,0.6619,0.9058,0.8584,0.674,0.2804,0.0,0.2804,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0006_right_lower_on_structure_large,c0006,lesion,right,lower,on_structure,medial,large,10062953,1716,1768,0,26,1716,0.29837,40,0.5723,0.1172,0.8945,0.748,0.6652,0.6093,0.5929,0.537,0.7375,0.6815,74,74.0,21.12,61.55,0.3431,0.3473,1.3171,0.674,0.1647,0.0,0.1647,1,fraction_of_image,Left upper lobe pulmonary nodule,0.3,7.5,200
c0007_left_upper_clear_small,c0007,lesion,left,upper,clear,medial,small,1852691390,3056,2517,269,0,2517,0.20342,40,0.084,0.1328,0.4199,0.6914,0.3118,0.2557,0.2659,0.2098,0.3577,0.3016,47,47.0,58.65,33.4,1.7561,2.2793,0.5779,0.9136,0.9751,0.0,0.9751,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0007_left_upper_moderate_small,c0007,lesion,left,upper,moderate,lateral,small,1344474315,3056,2517,269,0,2517,0.20342,40,0.084,0.1328,0.4199,0.6914,0.216,0.2557,0.1701,0.2098,0.2619,0.3016,47,47.0,14.8,55.64,0.266,0.012,0.701,0.9136,0.46,0.0,0.46,1,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0007_left_upper_on_structure_small,c0007,lesion,left,upper,on_structure,lateral,small,1683561532,3056,2517,269,0,2517,0.20342,40,0.084,0.1328,0.4199,0.6914,0.1561,0.2557,0.1102,0.2098,0.202,0.3016,47,47.0,5.13,44.42,0.1155,0.0338,1.3377,0.9136,0.0,0.0,0.0,0,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
c0007_left_upper_clear_medium,c0007,lesion,left,upper,clear,medial,medium,924060469,3056,2517,269,0,2517,0.20342,40,0.084,0.1328,0.4199,0.6914,0.2732,0.2557,0.2146,0.1971,0.3318,0.3143,60,60.0,47.48,42.56,1.1156,1.5085,0.5799,0.8026,0.9675,0.0,0.9675,2,fraction_of_image,Right upper lobe pulmonary nodule,0.3,7.5,200
